"Cranberries, fresh or frozen",0.4184454118939938
"Cream, heavy cream, light cream, or half and half",0.959465742423602
Cream cheese,0.959465742423602
Currants,0.6001944291812841
"Dates, chopped",0.629781478507122
"Egg, fresh",2.7777777777777777
"Egg white, fresh",1.9444444444444444
"Egg whites, dried",0.3718728870858688
"Egg yolk, fresh",0.7777777777777778
Espresso powder,0.4732927653820149
"Figs, dried, chopped",0.629781478507122
"Garlic, minced",0.9465855307640298
"Garlic, peeled and sliced",0.629781478507122
Gluten-Free All-Purpose Baking Mix,0.5072065598715076
Gluten-Free sourdough starter,0.9932795130817024
"Graham cracker crumbs, crushed from whole crackers",0.4226721332262564
Granola,0.4776195105456697
"Hazelnuts, whole",0.6001944291812841
"Leeks, diced",0.3888583625681558
Lemon juice,0.9465855307640298
"Lemon juice, powdered",0.6085192697768763
Lime juice,0.959465742423602
"Lime juice, powdered",0.6085192697768763
"Macadamia nuts, whole",0.629781478507122
Malt syrup,1.45368492224476
"Marshmallows, mini",0.1817490172872902
Marzipan,1.2257491863561436
Mascarpone cheese,0.959465742423602
Mashed potatoes,0.900291643771926
Mashed sweet potatoes,1.0144131197430153
"Milk, fresh",0.959465742423602
Mini chocolate chips,0.7481296758104738
"Mushrooms, sliced",0.32968426391648
Non-diastatic malt powder,0.6085192697768763
"Oats, rolled",0.3761781985713682
"Oats, prepared",0.6213280358425969
"Olives, sliced",0.6001944291812841
"Onions, fresh, diced",0.6001944291812841
"Peaches, peeled and diced",0.7185426264846358
"Peanuts, whole, shelled",0.6001944291812841
"Pears, peeled and diced",0.688955577158798
Pecan Meal,0.3381377065810051
"Pineapple, crushed, drained",1.0820406610592164
"Pineapple, fresh or canned, diced",0.7185426264846358
"Polenta, coarse ground cornmeal",0.688955577158798
Poppy seeds,0.6085192697768763
Potato starch,0.6424616425039097
Pumpkin purée,0.959465742423602
"Quinoa, cooked",0.7777167251363117
"Quinoa, whole",0.7481296758104738
"Raisins, loose",0.629781478507122
"Raspberries, whole, fresh",0.5072065598715076
"Raspberries, whole, frozen",0.6001944291812841
"Rhubarb, sliced, 1/2"" slices",0.5494737731941333
"Rice flour, white",0.6001944291812841
Rye flakes,0.5241134452005579
"Salt, table",1.2170385395537526
"Scallions, sliced",0.2705101652648041
"Shallots, raw, sliced",0.65936852783296
Sour cream,0.959465742423602
Sourdough starter,0.9932795130817024
"Strawberries, fresh, sliced",0.7058624624878481
Sweetened condensed coconut milk,1.2172957436916183
"Tapioca, quick cooking",0.7099391480730224
Tomato paste,0.9803921568627452
Vanilla Extract,0.9465855307640298
Vegetable oil,0.8368908237879876
Vital Wheat Gluten,0.6085192697768763
"Walnuts, chopped",0.4776195105456697
Water,0.959465742423602
"Wheat berries, red",0.7777167251363117
White chocolate chips,0.7185426264846358
"Yeast, instant",0.6085192697768763
"Yogurt, plain",0.959465742423602
